Unnamed: 0,full_name,description,topics,clone_url,created_at,updated_at,pushed_at,language,stars_count,forks_count,size,has_requirements_files,last_commit_hash
1193,eternagame/KaggleOpenVaccine,,[],https://github.com/eternagame/KaggleOpenVaccine.git,2020-12-05 19:00,2023-02-23 10:29,2023-02-10 15:42,Jupyter Notebook,42,5,99783,True,efbee72bf9df85999296eaa1632d20c8e8a32f7b
4070,UnitTestBot/UTBotJava,Automated unit test generation and precise code analysis for Java,"['intellij-plugin', 'java', 'software-analysis', 'symbolic-execution', 'test-generation']",https://github.com/UnitTestBot/UTBotJava.git,2022-04-12 12:55,2023-02-10 8:49,2023-02-23 6:31,Kotlin,63,23,208865,True,a1ed18936e1115fe3885785135376eee74cefc1f
7306,wildboar-foundation/wildboar,wildboar is a Python module for temporal machine learning,"['cython', 'distance-measures', 'dtw', 'dynamic-time-warping', 'euclidean-distances', 'machine-learning', 'numpy', 'python', 'scipy', 'timeseries']",https://github.com/wildboar-foundation/wildboar.git,2018-05-04 10:32,2023-02-15 10:46,2023-02-23 16:18,Python,23,3,195886,True,c8ddd2b9465fb67b3c16873e365cf5dbebd877c6
1303,trevphil/cryptosym,"SAT-based, MILP, and belief propagation preimage attacks on SHA-256 and other cryptographic hash functions","['combinatorial-optimization', 'cryptography', 'machine-learning', 'optimization', 'sha256']",https://github.com/trevphil/cryptosym.git,2019-07-24 15:52,2023-01-14 8:22,2022-12-08 10:55,Python,35,7,7320,True,c6d7e9126358e3c09d8ac8a2a95c439bdab95540
3270,informagi/REL,REL: Radboud Entity Linker,[],https://github.com/informagi/REL.git,2020-02-19 18:02,2023-02-14 2:51,2023-02-20 7:05,Python,256,64,3227,True,a61bfc02d7aa713b470f0ed3f83af1c6c72eef8c
7332,TexasInstruments/edgeai-benchmark,EdgeAI Deep Neural Network Models Benchmarking,[],https://github.com/TexasInstruments/edgeai-benchmark.git,2021-07-27 22:19,2023-02-02 9:45,2023-02-21 12:41,Python,21,6,182236,True,fcf7828e62069fa635503cdb0005f4548c7abf4d
8044,AshuKulu/HacktoberFest2022,,"['hacktoberfest', 'hacktoberfest-accepted', 'hacktoberfest-starter', 'hacktoberfest2022']",https://github.com/AshuKulu/HacktoberFest2022.git,2022-10-01 13:44,2022-11-26 16:01,2022-10-31 10:24,Jupyter Notebook,38,74,5099,True,0b0047f5caaee69f9fcb7e87f28b1895206bd5ec
6109,makgyver/gossipy,Python module for simulating gossip learning.,"['deep-learning', 'distributed-machine-learning', 'federated-learning', 'gossip-learning', 'gossip-protocol', 'pytorch', 'simulation']",https://github.com/makgyver/gossipy.git,2021-07-13 13:28,2023-01-31 13:48,2023-02-22 10:04,Python,11,4,2475,True,3d655829805fc0dc2f01f5b0862240fca08ffe1c
6875,BioDepot/BioDepot-workflow-builder,:computer:  GUI for creating bioinformatics workflows from :whale: Docker containers:,[],https://github.com/BioDepot/BioDepot-workflow-builder.git,2016-12-16 17:46,2023-01-31 16:46,2023-02-22 6:54,Python,55,19,131053,True,0d27995a275a88595d384d3bbf1c764155ed7e6e
7308,City-of-Helsinki/mlops-template,Generic repository template for small scale MLOps,"['data-science', 'datascience', 'machine-learning', 'machinelearning', 'mlops', 'python']",https://github.com/City-of-Helsinki/mlops-template.git,2021-06-03 7:20,2023-02-08 0:10,2023-01-26 13:08,Python,22,4,5726,True,97010530e85f320487d1e695f889ba0d33205204
7068,SteveF92/FantasyCritic,"Fantasy Critic is like Fantasy Football, except for video games!",[],https://github.com/SteveF92/FantasyCritic.git,2018-07-15 22:41,2023-01-31 17:02,2023-02-22 1:01,C#,34,15,17215,True,7bc6455ee9c0afde40a28bc66cb82084e49d1709
4027,yjh0410/FreeYOLO,,[],https://github.com/yjh0410/FreeYOLO.git,2022-04-18 10:21,2023-02-18 12:32,2023-02-14 4:49,Python,67,15,10347,True,30ca71424c965bb61917e1a9579dabd71b55c64e
7002,nasa/bingo,,[],https://github.com/nasa/bingo.git,2018-10-10 17:42,2023-02-10 21:17,2022-12-06 17:15,Python,40,27,5481,True,038e2f3eea0a66af48c503d2857b7f667dcba59e
7584,Covid-19-Response-Greece/covid19-data-greece,Datasets and analysis of Novel Coronavirus (COVID-19) outbreak in Greece,"['2019-ncov', 'coronavirus', 'coronavirus-analysis', 'coronavirus-dataset', 'coronavirus-tracking', 'covid-19', 'covid-19-greece', 'data-analysis', 'dataset', 'greece', 'open-source-covid']",https://github.com/Covid-19-Response-Greece/covid19-data-greece.git,2020-03-30 13:56,2022-12-14 23:14,2023-02-24 0:45,HTML,15,12,528165,True,fda2de87e77202f3ed9af09cb60532dd86562259
5317,PMMon/Thesis_Social_Interactions,,[],https://github.com/PMMon/Thesis_Social_Interactions.git,2020-04-24 12:17,2022-03-09 10:56,2022-11-22 9:59,Python,19,2,43506,True,1ee8a912fad29c620df34a98b61a6cb1ec7bbb3b
7277,raffg/trump-tweet-author-identification,Project to classify tweets on @realDonaldTrump as either written by Trump or by his staff,[],https://github.com/raffg/trump-tweet-author-identification.git,2018-01-04 21:13,2022-03-02 23:38,2022-11-22 2:15,Python,24,7,10705,True,4ce1d747ad90f25e29687988eff6438b8fb092a0
6525,miha-skalic/youtube8mchallenge,1st place solution to Kaggle's 2018 YouTube-8M Video Understanding Challenge,[],https://github.com/miha-skalic/youtube8mchallenge.git,2018-08-12 21:07,2023-02-07 3:36,2022-12-08 2:22,Python,199,56,15912,True,65f20e9760ecb582e746e2a16cef6898a0ab6270
6948,marcusturewicz/dotnet-twitter-bot,:bird: :robot: I am a bot that retweets .NET related tweets.,"['dotnet', 'dotnetcore', 'dotnetframework', 'twitter', 'twitter-bot']",https://github.com/marcusturewicz/dotnet-twitter-bot.git,2020-01-09 1:30,2022-12-24 15:14,2023-02-20 18:56,Jupyter Notebook,46,8,3606,True,a5e08610c5f300ef48dc6b744e8685d4367d0b46
