call_root_type,method_name,method_call,line_no,call_root,call_root_line_no,qualifying_name,call_root_package,relative_file_path,repository_name,file_path
import,load,snapshot = torch.load(siamese_model_path),82,import torch,34.0,torch.load,torch,python/kwiver/sprokit/processes/pytorch/utils/siamese_feature_extractor.py,Kitware/kwiver,C:\Users\tajki\OneDrive\Documents\GitHub\dataset-model-source_code-integration-analyzer\data\repositories_for_manual_analysis\Kitware@kwiver\python\kwiver\sprokit\processes\pytorch\utils\siamese_feature_extractor.py
assignment_import,load_state_dict,self._siamese_model.load_state_dict(snapshot['state_dict']),83,"self._siamese_model = torch.nn.DataParallel(self._siamese_model,",80.0,torch.load_state_dict,torch,python/kwiver/sprokit/processes/pytorch/utils/siamese_feature_extractor.py,Kitware/kwiver,C:\Users\tajki\OneDrive\Documents\GitHub\dataset-model-source_code-integration-analyzer\data\repositories_for_manual_analysis\Kitware@kwiver\python\kwiver\sprokit\processes\pytorch\utils\siamese_feature_extractor.py
import,load,"snapshot = torch.load(siamese_model_path, map_location='cpu')",85,import torch,34.0,torch.load,torch,python/kwiver/sprokit/processes/pytorch/utils/siamese_feature_extractor.py,Kitware/kwiver,C:\Users\tajki\OneDrive\Documents\GitHub\dataset-model-source_code-integration-analyzer\data\repositories_for_manual_analysis\Kitware@kwiver\python\kwiver\sprokit\processes\pytorch\utils\siamese_feature_extractor.py
assignment_import,load_state_dict,self._siamese_model.load_state_dict( tmp ),88,"self._siamese_model = torch.nn.DataParallel(self._siamese_model,",80.0,torch.load_state_dict,torch,python/kwiver/sprokit/processes/pytorch/utils/siamese_feature_extractor.py,Kitware/kwiver,C:\Users\tajki\OneDrive\Documents\GitHub\dataset-model-source_code-integration-analyzer\data\repositories_for_manual_analysis\Kitware@kwiver\python\kwiver\sprokit\processes\pytorch\utils\siamese_feature_extractor.py
import,load,snapshot = torch.load(model_path),96,import torch,1.0,torch.load,torch,python/kwiver/sprokit/processes/pytorch/utils/srnn_matching.py,Kitware/kwiver,C:\Users\tajki\OneDrive\Documents\GitHub\dataset-model-source_code-integration-analyzer\data\repositories_for_manual_analysis\Kitware@kwiver\python\kwiver\sprokit\processes\pytorch\utils\srnn_matching.py
import,load,"snapshot = torch.load(model_path, map_location='cpu')",98,import torch,1.0,torch.load,torch,python/kwiver/sprokit/processes/pytorch/utils/srnn_matching.py,Kitware/kwiver,C:\Users\tajki\OneDrive\Documents\GitHub\dataset-model-source_code-integration-analyzer\data\repositories_for_manual_analysis\Kitware@kwiver\python\kwiver\sprokit\processes\pytorch\utils\srnn_matching.py
assignment_unknown,load_state_dict,model.load_state_dict(snapshot['state_dict']),99,model = model.to(self._device),94.0,model.to.load_state_dict,model,python/kwiver/sprokit/processes/pytorch/utils/srnn_matching.py,Kitware/kwiver,C:\Users\tajki\OneDrive\Documents\GitHub\dataset-model-source_code-integration-analyzer\data\repositories_for_manual_analysis\Kitware@kwiver\python\kwiver\sprokit\processes\pytorch\utils\srnn_matching.py
custom_function,load_model,"self._targetRNN_full_model = load_model(full_model_list, targetRNN_full_model_path)",108,"def load_model(model_list, model_path):",92.0,load_model,load_model,python/kwiver/sprokit/processes/pytorch/utils/srnn_matching.py,Kitware/kwiver,C:\Users\tajki\OneDrive\Documents\GitHub\dataset-model-source_code-integration-analyzer\data\repositories_for_manual_analysis\Kitware@kwiver\python\kwiver\sprokit\processes\pytorch\utils\srnn_matching.py
custom_function,load_model,"self._targetRNN_AIM_V_model = load_model(V_model_list, targetRNN_AIM_V_model_path)",112,"def load_model(model_list, model_path):",92.0,load_model,load_model,python/kwiver/sprokit/processes/pytorch/utils/srnn_matching.py,Kitware/kwiver,C:\Users\tajki\OneDrive\Documents\GitHub\dataset-model-source_code-integration-analyzer\data\repositories_for_manual_analysis\Kitware@kwiver\python\kwiver\sprokit\processes\pytorch\utils\srnn_matching.py
custom_function,load,self._cache = self.load(implied_namespace),62,"def load(self, namespace):",45.0,load.self,load,python/kwiver/vital/modules/loaders.py,Kitware/kwiver,C:\Users\tajki\OneDrive\Documents\GitHub\dataset-model-source_code-integration-analyzer\data\repositories_for_manual_analysis\Kitware@kwiver\python\kwiver\vital\modules\loaders.py
assignment_import,load,modules = loader.load(package),86,loader = loaders.ModuleLoader(),82.0,kwiver.vital.modules.loaders.load,kwiver,python/kwiver/vital/modules/module_loader.py,Kitware/kwiver,C:\Users\tajki\OneDrive\Documents\GitHub\dataset-model-source_code-integration-analyzer\data\repositories_for_manual_analysis\Kitware@kwiver\python\kwiver\vital\modules\module_loader.py
,load,"self.instance.load(""nonexistant_filename.txt"", self.feature_set,",52,,,self.instance.load,self,python/kwiver/vital/tests/test_feature_descriptor_io.py,Kitware/kwiver,C:\Users\tajki\OneDrive\Documents\GitHub\dataset-model-source_code-integration-analyzer\data\repositories_for_manual_analysis\Kitware@kwiver\python\kwiver\vital\tests\test_feature_descriptor_io.py
,load,"self.instance.load(directory_name, self.feature_set,",58,,,self.instance.load,self,python/kwiver/vital/tests/test_feature_descriptor_io.py,Kitware/kwiver,C:\Users\tajki\OneDrive\Documents\GitHub\dataset-model-source_code-integration-analyzer\data\repositories_for_manual_analysis\Kitware@kwiver\python\kwiver\vital\tests\test_feature_descriptor_io.py
,load,"self.instance.load(""nonexistant_filename.txt"")",45,,,self.instance.load,self,python/kwiver/vital/tests/test_image_io.py,Kitware/kwiver,C:\Users\tajki\OneDrive\Documents\GitHub\dataset-model-source_code-integration-analyzer\data\repositories_for_manual_analysis\Kitware@kwiver\python\kwiver\vital\tests\test_image_io.py
,load,self.instance.load(directory_name),50,,,self.instance.load,self,python/kwiver/vital/tests/test_image_io.py,Kitware/kwiver,C:\Users\tajki\OneDrive\Documents\GitHub\dataset-model-source_code-integration-analyzer\data\repositories_for_manual_analysis\Kitware@kwiver\python\kwiver\vital\tests\test_image_io.py
,load,"self.instance.load(""nonexistant_filename.txt"")",50,,,self.instance.load,self,python/kwiver/vital/tests/test_transform_2d_io.py,Kitware/kwiver,C:\Users\tajki\OneDrive\Documents\GitHub\dataset-model-source_code-integration-analyzer\data\repositories_for_manual_analysis\Kitware@kwiver\python\kwiver\vital\tests\test_transform_2d_io.py
,load,self.instance.load(directory_name),55,,,self.instance.load,self,python/kwiver/vital/tests/test_transform_2d_io.py,Kitware/kwiver,C:\Users\tajki\OneDrive\Documents\GitHub\dataset-model-source_code-integration-analyzer\data\repositories_for_manual_analysis\Kitware@kwiver\python\kwiver\vital\tests\test_transform_2d_io.py
,load,py_modules.append(entry_point.load()),52,,,entry_point.load,entry_point,python/kwiver/vital/util/entrypoint.py,Kitware/kwiver,C:\Users\tajki\OneDrive\Documents\GitHub\dataset-model-source_code-integration-analyzer\data\repositories_for_manual_analysis\Kitware@kwiver\python\kwiver\vital\util\entrypoint.py
,load,search_path = entry_point.load()(),69,,,entry_point.load,entry_point,python/kwiver/vital/util/entrypoint.py,Kitware/kwiver,C:\Users\tajki\OneDrive\Documents\GitHub\dataset-model-source_code-integration-analyzer\data\repositories_for_manual_analysis\Kitware@kwiver\python\kwiver\vital\util\entrypoint.py
