call_root_type,method_name,method_call,line_no,call_root,call_root_line_no,qualifying_name,call_root_package,relative_file_path,repository_name,file_path
import,load,data = torch.load(f),88,import torch,4.0,torch.load,torch,detr/util/plot_utils.py,wimlds-trojmiasto/detect-waste,C:\Users\tajki\OneDrive\Documents\GitHub\dataset-model-source_code-integration-analyzer\data\repositories_for_manual_analysis\wimlds-trojmiasto@detect-waste\detr\util\plot_utils.py
import,loads,data_list.append(pickle.loads(buffer)),168,import pickle,10.0,pickle.loads,pickle,efficientdet/effdet/distributed.py,wimlds-trojmiasto/detect-waste,C:\Users\tajki\OneDrive\Documents\GitHub\dataset-model-source_code-integration-analyzer\data\repositories_for_manual_analysis\wimlds-trojmiasto@detect-waste\efficientdet\effdet\distributed.py
import,loads,data_list.append(pickle.loads(buffer)),205,import pickle,10.0,pickle.loads,pickle,efficientdet/effdet/distributed.py,wimlds-trojmiasto/detect-waste,C:\Users\tajki\OneDrive\Documents\GitHub\dataset-model-source_code-integration-analyzer\data\repositories_for_manual_analysis\wimlds-trojmiasto@detect-waste\efficientdet\effdet\distributed.py
function_parameter,load_state_dict,"model.load_state_dict(state_dict, strict=strict)",22,"def load_pretrained(model, url, filter_fn=None, strict=True):",14.0,load_pretrained.model.load_state_dict,load_pretrained,efficientdet/effdet/helpers.py,wimlds-trojmiasto/detect-waste,C:\Users\tajki\OneDrive\Documents\GitHub\dataset-model-source_code-integration-analyzer\data\repositories_for_manual_analysis\wimlds-trojmiasto@detect-waste\efficientdet\effdet\helpers.py
import,load,"checkpoint = torch.load(checkpoint_path, map_location='cpu')",42,import torch,14.0,torch.load,torch,efficientdet/tools/avg_checkpoints.py,wimlds-trojmiasto/detect-waste,C:\Users\tajki\OneDrive\Documents\GitHub\dataset-model-source_code-integration-analyzer\data\repositories_for_manual_analysis\wimlds-trojmiasto@detect-waste\efficientdet\tools\avg_checkpoints.py
import,load_state_dict,"new_state_dict = load_state_dict(c, args.use_ema)",88,from timm.models.helpers import load_state_dict,19.0,timm.models.helpers.load_state_dict,timm,efficientdet/tools/avg_checkpoints.py,wimlds-trojmiasto/detect-waste,C:\Users\tajki\OneDrive\Documents\GitHub\dataset-model-source_code-integration-analyzer\data\repositories_for_manual_analysis\wimlds-trojmiasto@detect-waste\efficientdet\tools\avg_checkpoints.py
import,load,anns = json.load(open(resFile)),250,import json,1.0,json.load,json,FastRCNN/coco_eval.py,wimlds-trojmiasto/detect-waste,C:\Users\tajki\OneDrive\Documents\GitHub\dataset-model-source_code-integration-analyzer\data\repositories_for_manual_analysis\wimlds-trojmiasto@detect-waste\FastRCNN\coco_eval.py
import,loads,data_list.append(pickle.loads(buffer)),115,import pickle,5.0,pickle.loads,pickle,FastRCNN/utils.py,wimlds-trojmiasto/detect-waste,C:\Users\tajki\OneDrive\Documents\GitHub\dataset-model-source_code-integration-analyzer\data\repositories_for_manual_analysis\wimlds-trojmiasto@detect-waste\FastRCNN\utils.py
import,load,anns = json.load(open(resFile)),250,import json,1.0,json.load,json,MaskRCNN/coco_eval.py,wimlds-trojmiasto/detect-waste,C:\Users\tajki\OneDrive\Documents\GitHub\dataset-model-source_code-integration-analyzer\data\repositories_for_manual_analysis\wimlds-trojmiasto@detect-waste\MaskRCNN\coco_eval.py
import,load,"checkpoint = torch.load(args.resume, map_location=device)",201,import torch,10.0,torch.load,torch,MaskRCNN/train.py,wimlds-trojmiasto/detect-waste,C:\Users\tajki\OneDrive\Documents\GitHub\dataset-model-source_code-integration-analyzer\data\repositories_for_manual_analysis\wimlds-trojmiasto@detect-waste\MaskRCNN\train.py
assignment_unknown,load_state_dict,model.load_state_dict(checkpoint['model_state_dict']),202,"model = get_instance_segmentation_model(num_classes, args.model)",178.0,get_instance_segmentation_model.load_state_dict,get_instance_segmentation_model,MaskRCNN/train.py,wimlds-trojmiasto/detect-waste,C:\Users\tajki\OneDrive\Documents\GitHub\dataset-model-source_code-integration-analyzer\data\repositories_for_manual_analysis\wimlds-trojmiasto@detect-waste\MaskRCNN\train.py
assignment_import,load_state_dict,optimizer.load_state_dict(checkpoint['optimizer_state_dict']),203,"optimizer = torch.optim.SGD(params, lr=args.lr,",188.0,torch.load_state_dict,torch,MaskRCNN/train.py,wimlds-trojmiasto/detect-waste,C:\Users\tajki\OneDrive\Documents\GitHub\dataset-model-source_code-integration-analyzer\data\repositories_for_manual_analysis\wimlds-trojmiasto@detect-waste\MaskRCNN\train.py
import,loads,data_list.append(pickle.loads(buffer)),115,import pickle,5.0,pickle.loads,pickle,MaskRCNN/utils.py,wimlds-trojmiasto/detect-waste,C:\Users\tajki\OneDrive\Documents\GitHub\dataset-model-source_code-integration-analyzer\data\repositories_for_manual_analysis\wimlds-trojmiasto@detect-waste\MaskRCNN\utils.py
import,loads,dataset = json.loads(f.read()),95,import json,1.0,json.loads,json,utils/dataset_converter.py,wimlds-trojmiasto/detect-waste,C:\Users\tajki\OneDrive\Documents\GitHub\dataset-model-source_code-integration-analyzer\data\repositories_for_manual_analysis\wimlds-trojmiasto@detect-waste\utils\dataset_converter.py
import,loads,dataset = json.loads(f.read()),182,import json,1.0,json.loads,json,utils/dataset_converter.py,wimlds-trojmiasto/detect-waste,C:\Users\tajki\OneDrive\Documents\GitHub\dataset-model-source_code-integration-analyzer\data\repositories_for_manual_analysis\wimlds-trojmiasto@detect-waste\utils\dataset_converter.py
import,loads,dataset_template = json.loads(f.read()),211,import json,1.0,json.loads,json,utils/dataset_converter.py,wimlds-trojmiasto/detect-waste,C:\Users\tajki\OneDrive\Documents\GitHub\dataset-model-source_code-integration-analyzer\data\repositories_for_manual_analysis\wimlds-trojmiasto@detect-waste\utils\dataset_converter.py
import,loads,dataset_to_convert = json.loads(f.read()),213,import json,1.0,json.loads,json,utils/dataset_converter.py,wimlds-trojmiasto/detect-waste,C:\Users\tajki\OneDrive\Documents\GitHub\dataset-model-source_code-integration-analyzer\data\repositories_for_manual_analysis\wimlds-trojmiasto@detect-waste\utils\dataset_converter.py
import,loads,dataset = json.loads(f.read()),258,import json,1.0,json.loads,json,utils/dataset_converter.py,wimlds-trojmiasto/detect-waste,C:\Users\tajki\OneDrive\Documents\GitHub\dataset-model-source_code-integration-analyzer\data\repositories_for_manual_analysis\wimlds-trojmiasto@detect-waste\utils\dataset_converter.py
import,loads,geojson = json.loads(data.text)['geojson'],10,import json,2.0,json.loads,json,utils/openlittermap_downloader.py,wimlds-trojmiasto/detect-waste,C:\Users\tajki\OneDrive\Documents\GitHub\dataset-model-source_code-integration-analyzer\data\repositories_for_manual_analysis\wimlds-trojmiasto@detect-waste\utils\openlittermap_downloader.py
import,loads,geojson = json.loads(data.text)['geojson'],27,import json,2.0,json.loads,json,utils/openlittermap_downloader.py,wimlds-trojmiasto/detect-waste,C:\Users\tajki\OneDrive\Documents\GitHub\dataset-model-source_code-integration-analyzer\data\repositories_for_manual_analysis\wimlds-trojmiasto@detect-waste\utils\openlittermap_downloader.py
import,loads,dataset = json.loads(f.read()),102,import json,1.0,json.loads,json,utils/split_coco_dataset.py,wimlds-trojmiasto/detect-waste,C:\Users\tajki\OneDrive\Documents\GitHub\dataset-model-source_code-integration-analyzer\data\repositories_for_manual_analysis\wimlds-trojmiasto@detect-waste\utils\split_coco_dataset.py
