call_name,line_no,class_instantiation,instantiation_line_no,relative_file_path,repository_name,file_path
conv2d(ifmap),310,"conv2d = nn.Conv2d(ci, co, (fh, fw), padding=((fh - 1) // 2, (fw - 1) // 2))",307,sw/applications/data_gen.py,pulp-platform/snitch,C:\Users\tajki\OneDrive\Documents\GitHub\dataset-model-source_code-integration-analyzer\data\repositories_for_manual_analysis\pulp-platform@snitch\sw\applications\data_gen.py
"conv2d(ifmap, weights, padding=param['filter']['padding'], stride=param['filter']['stride'])",440,"conv2d = nn.Conv2d(ci, co, (fh, fw), padding=((fh - 1) // 2, (fw - 1) // 2))",307,sw/applications/data_gen.py,pulp-platform/snitch,C:\Users\tajki\OneDrive\Documents\GitHub\dataset-model-source_code-integration-analyzer\data\repositories_for_manual_analysis\pulp-platform@snitch\sw\applications\data_gen.py
