call_root_type,method_name,method_call,line_no,call_root,call_root_line_no,qualifying_name,call_root_package,relative_file_path,repository_name,file_path
import,load,"policy = tf.compat.v2.saved_model.load(os.path.join(root_dir, exp_name, policy_dir))",60,import tensorflow as tf,14.0,tensorflow.compat.v2.saved_model.load,tensorflow,action_mean_evolution.py,v-sivak/quantum-control-rl,C:\Users\tajki\OneDrive\Documents\GitHub\dataset-model-source_code-integration-analyzer\data\repositories_for_manual_analysis\v-sivak@quantum-control-rl\action_mean_evolution.py
import,load,"policy = tf.compat.v2.saved_model.load(os.path.join(root_dir, exp_name, policy_dir))",97,import tensorflow as tf,26.0,tensorflow.compat.v2.saved_model.load,tensorflow,export_ECD_sequence.py,v-sivak/quantum-control-rl,C:\Users\tajki\OneDrive\Documents\GitHub\dataset-model-source_code-integration-analyzer\data\repositories_for_manual_analysis\v-sivak@quantum-control-rl\export_ECD_sequence.py
import,load,script_npz = np.load(filename),12,import numpy as np,7.0,numpy.load,numpy,rl_tools/action_script/ECD_control_residuals.py,v-sivak/quantum-control-rl,C:\Users\tajki\OneDrive\Documents\GitHub\dataset-model-source_code-integration-analyzer\data\repositories_for_manual_analysis\v-sivak@quantum-control-rl\rl_tools\action_script\ECD_control_residuals.py
import,load,script_npz = np.load(filename),12,import numpy as np,7.0,numpy.load,numpy,rl_tools/action_script/ECD_control_residuals_fock1.py,v-sivak/quantum-control-rl,C:\Users\tajki\OneDrive\Documents\GitHub\dataset-model-source_code-integration-analyzer\data\repositories_for_manual_analysis\v-sivak@quantum-control-rl\rl_tools\action_script\ECD_control_residuals_fock1.py
import,load,script_npz = np.load(filename),10,import numpy as np,7.0,numpy.load,numpy,rl_tools/action_script/ECD_control_residuals_GKP_plusZ.py,v-sivak/quantum-control-rl,C:\Users\tajki\OneDrive\Documents\GitHub\dataset-model-source_code-integration-analyzer\data\repositories_for_manual_analysis\v-sivak@quantum-control-rl\rl_tools\action_script\ECD_control_residuals_GKP_plusZ.py
import,loads,data = pickle.loads(full_msg[self.HEADERSIZE:]),44,import pickle,8.0,pickle.loads,pickle,rl_tools/remote_env_tools/remote_env_tools.py,v-sivak/quantum-control-rl,C:\Users\tajki\OneDrive\Documents\GitHub\dataset-model-source_code-integration-analyzer\data\repositories_for_manual_analysis\v-sivak@quantum-control-rl\rl_tools\remote_env_tools\remote_env_tools.py
import,loads,"data = pickle.loads(full_msg[self.HEADERSIZE:], encoding=""latin1"")",46,import pickle,8.0,pickle.loads,pickle,rl_tools/remote_env_tools/remote_env_tools.py,v-sivak/quantum-control-rl,C:\Users\tajki\OneDrive\Documents\GitHub\dataset-model-source_code-integration-analyzer\data\repositories_for_manual_analysis\v-sivak@quantum-control-rl\rl_tools\remote_env_tools\remote_env_tools.py
