call_name,line_no,class_instantiation,instantiation_line_no,relative_file_path,repository_name,file_path
model(input_data),23,model = CNN.CNN(39),14,Flask Deployed App/app.py,manthan89-py/Plant-Disease-Detection,C:\Users\tajki\OneDrive\Documents\GitHub\dataset-model-source_code-integration-analyzer\data\repositories_for_manual_analysis\manthan89-py@Plant-Disease-Detection\Flask Deployed App\app.py
