call_root_type,method_name,method_call,line_no,call_root,call_root_line_no,qualifying_name,call_root_package,relative_file_path,repository_name,file_path
import,load,mixer.music.load(song),28,from pygame import mixer,2,pygame.mixer.music.load,pygame,Python/music-player.py,AshuKulu/HacktoberFest2022,C:\Users\tajki\OneDrive\Documents\GitHub\dataset-model-source_code-integration-analyzer\data\repositories_for_manual_analysis\AshuKulu@HacktoberFest2022\Python\music-player.py
import,load,mixer.music.load(temp2),61,from pygame import mixer,2,pygame.mixer.music.load,pygame,Python/music-player.py,AshuKulu/HacktoberFest2022,C:\Users\tajki\OneDrive\Documents\GitHub\dataset-model-source_code-integration-analyzer\data\repositories_for_manual_analysis\AshuKulu@HacktoberFest2022\Python\music-player.py
import,load,mixer.music.load(temp),78,from pygame import mixer,2,pygame.mixer.music.load,pygame,Python/music-player.py,AshuKulu/HacktoberFest2022,C:\Users\tajki\OneDrive\Documents\GitHub\dataset-model-source_code-integration-analyzer\data\repositories_for_manual_analysis\AshuKulu@HacktoberFest2022\Python\music-player.py
import,load,"tfidf = pickle.load(open('vectorizer.pkl','rb'))",35,import pickle,2,pickle.load,pickle,Python/Email Spam Classifier/app.py,AshuKulu/HacktoberFest2022,C:\Users\tajki\OneDrive\Documents\GitHub\dataset-model-source_code-integration-analyzer\data\repositories_for_manual_analysis\AshuKulu@HacktoberFest2022\Python\Email Spam Classifier\app.py
import,load,"model = pickle.load(open('model.pkl','rb'))",36,import pickle,2,pickle.load,pickle,Python/Email Spam Classifier/app.py,AshuKulu/HacktoberFest2022,C:\Users\tajki\OneDrive\Documents\GitHub\dataset-model-source_code-integration-analyzer\data\repositories_for_manual_analysis\AshuKulu@HacktoberFest2022\Python\Email Spam Classifier\app.py
