repo_name,notebook_path
AshuKulu/HacktoberFest2022,Python/ElectricalUsagePrediction/power_energy_usage_prediction_time_series.ipynb
AshuKulu/HacktoberFest2022,Python/Email Spam Classifier/sms-spam-detection.ipynb
