call_name,line_no,class_instantiation,instantiation_line_no,relative_file_path,repository_name,file_path
"self.gc(x, adj)",349,"self.gc = GraphConvolution(nfeat, nhid)",343,spateo/tools/cluster/spagcn_utils.py,aristoteleo/spateo-release,C:\Users\tajki\OneDrive\Documents\GitHub\dataset-model-source_code-integration-analyzer\data\repositories_for_manual_analysis\aristoteleo@spateo-release\spateo\tools\cluster\spagcn_utils.py
"self.gc(torch.FloatTensor(X), torch.FloatTensor(adj))",392,"self.gc = GraphConvolution(nfeat, nhid)",343,spateo/tools/cluster/spagcn_utils.py,aristoteleo/spateo-release,C:\Users\tajki\OneDrive\Documents\GitHub\dataset-model-source_code-integration-analyzer\data\repositories_for_manual_analysis\aristoteleo@spateo-release\spateo\tools\cluster\spagcn_utils.py
"self.gc(x, edge_index, edge_attr)",494,"self.gc = GraphConvolution(nfeat, nhid)",343,spateo/tools/cluster/spagcn_utils.py,aristoteleo/spateo-release,C:\Users\tajki\OneDrive\Documents\GitHub\dataset-model-source_code-integration-analyzer\data\repositories_for_manual_analysis\aristoteleo@spateo-release\spateo\tools\cluster\spagcn_utils.py
"self.gc(torch.FloatTensor(X), edge_index, edge_attr)",527,"self.gc = GraphConvolution(nfeat, nhid)",343,spateo/tools/cluster/spagcn_utils.py,aristoteleo/spateo-release,C:\Users\tajki\OneDrive\Documents\GitHub\dataset-model-source_code-integration-analyzer\data\repositories_for_manual_analysis\aristoteleo@spateo-release\spateo\tools\cluster\spagcn_utils.py
"self.disc(g, emb, emb_a)",161,self.disc = Discriminator(self.out_features),113,spateo/tools/spatial_smooth/smooth_model.py,aristoteleo/spateo-release,C:\Users\tajki\OneDrive\Documents\GitHub\dataset-model-source_code-integration-analyzer\data\repositories_for_manual_analysis\aristoteleo@spateo-release\spateo\tools\spatial_smooth\smooth_model.py
"self.disc(g_a, emb_a, emb)",162,self.disc = Discriminator(self.out_features),113,spateo/tools/spatial_smooth/smooth_model.py,aristoteleo/spateo-release,C:\Users\tajki\OneDrive\Documents\GitHub\dataset-model-source_code-integration-analyzer\data\repositories_for_manual_analysis\aristoteleo@spateo-release\spateo\tools\spatial_smooth\smooth_model.py
"self.read(emb, self.graph_neigh)",155,self.read = AvgReadout(),116,spateo/tools/spatial_smooth/smooth_model.py,aristoteleo/spateo-release,C:\Users\tajki\OneDrive\Documents\GitHub\dataset-model-source_code-integration-analyzer\data\repositories_for_manual_analysis\aristoteleo@spateo-release\spateo\tools\spatial_smooth\smooth_model.py
"self.read(emb_a, self.graph_neigh)",158,self.read = AvgReadout(),116,spateo/tools/spatial_smooth/smooth_model.py,aristoteleo/spateo-release,C:\Users\tajki\OneDrive\Documents\GitHub\dataset-model-source_code-integration-analyzer\data\repositories_for_manual_analysis\aristoteleo@spateo-release\spateo\tools\spatial_smooth\smooth_model.py
